rl_ID,rl_Branch,rl_Route,rl_CompleteTime,ri_Prompt,ri_Response
27542,12,23,9/9/22 5:05 AM,What is the vehicle number?,13075
27542,12,23,9/9/22 5:05 AM,What is the mileage of the vehicle?,77751
27542,12,23,9/9/22 5:05 AM,Has a vehicle inspection been performed?,Yes
27542,12,23,9/9/22 5:05 AM,Is the vehicle free of engine and mechanical issues?,Yes
27542,12,23,9/9/22 5:05 AM,"If engine or mechanical issues, do you have any comments?",no
27542,12,23,9/9/22 5:05 AM,Have all fluid levels been checked?,Yes
27542,12,23,9/9/22 5:05 AM,Are all tires within serviceable specs?,Yes
27542,12,23,9/9/22 5:05 AM,Is the lift gate operational and safe?,Yes
27542,12,23,9/9/22 5:05 AM,Any comments?,no
27542,12,23,9/9/22 5:05 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27540,12,3,9/9/22 4:32 AM,What is the vehicle number?,12096
27540,12,3,9/9/22 4:32 AM,What is the mileage of the vehicle?,127314
27540,12,3,9/9/22 4:32 AM,Has a vehicle inspection been performed?,Yes
27540,12,3,9/9/22 4:32 AM,Is the vehicle free of engine and mechanical issues?,Yes
27540,12,3,9/9/22 4:32 AM,"If engine or mechanical issues, do you have any comments?",NULL
27540,12,3,9/9/22 4:32 AM,Have all fluid levels been checked?,Yes
27540,12,3,9/9/22 4:32 AM,Are all tires within serviceable specs?,Yes
27540,12,3,9/9/22 4:32 AM,Is the lift gate operational and safe?,Yes
27540,12,3,9/9/22 4:32 AM,Any comments?,NULL
27540,12,3,9/9/22 4:32 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27490,12,35,9/8/22 5:31 AM,What is the vehicle number?,11282
27490,12,35,9/8/22 5:31 AM,What is the mileage of the vehicle?,283519
27490,12,35,9/8/22 5:31 AM,Has a vehicle inspection been performed?,Yes
27490,12,35,9/8/22 5:31 AM,Is the vehicle free of engine and mechanical issues?,Yes
27490,12,35,9/8/22 5:31 AM,"If engine or mechanical issues, do you have any comments?",NULL
27490,12,35,9/8/22 5:31 AM,Have all fluid levels been checked?,Yes
27490,12,35,9/8/22 5:31 AM,Are all tires within serviceable specs?,Yes
27490,12,35,9/8/22 5:31 AM,Is the lift gate operational and safe?,Yes
27490,12,35,9/8/22 5:31 AM,Any comments?,NULL
27490,12,35,9/8/22 5:31 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27486,12,3,9/8/22 5:23 AM,What is the vehicle number?,12096
27486,12,3,9/8/22 5:23 AM,What is the mileage of the vehicle?,127115
27486,12,3,9/8/22 5:23 AM,Has a vehicle inspection been performed?,Yes
27486,12,3,9/8/22 5:23 AM,Is the vehicle free of engine and mechanical issues?,Yes
27486,12,3,9/8/22 5:23 AM,"If engine or mechanical issues, do you have any comments?",NULL
27486,12,3,9/8/22 5:23 AM,Have all fluid levels been checked?,Yes
27486,12,3,9/8/22 5:23 AM,Are all tires within serviceable specs?,Yes
27486,12,3,9/8/22 5:23 AM,Is the lift gate operational and safe?,Yes
27486,12,3,9/8/22 5:23 AM,Any comments?,NULL
27486,12,3,9/8/22 5:23 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27487,12,13,9/8/22 5:12 AM,What is the vehicle number?,12095
27487,12,13,9/8/22 5:12 AM,What is the mileage of the vehicle?,117068
27487,12,13,9/8/22 5:12 AM,Has a vehicle inspection been performed?,Yes
27487,12,13,9/8/22 5:12 AM,Is the vehicle free of engine and mechanical issues?,Yes
27487,12,13,9/8/22 5:12 AM,"If engine or mechanical issues, do you have any comments?",NULL
27487,12,13,9/8/22 5:12 AM,Have all fluid levels been checked?,Yes
27487,12,13,9/8/22 5:12 AM,Are all tires within serviceable specs?,Yes
27487,12,13,9/8/22 5:12 AM,Is the lift gate operational and safe?,Yes
27487,12,13,9/8/22 5:12 AM,Any comments?,NULL
27487,12,13,9/8/22 5:12 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27488,12,23,9/8/22 5:06 AM,What is the vehicle number?,13075
27488,12,23,9/8/22 5:06 AM,What is the mileage of the vehicle?,77601
27488,12,23,9/8/22 5:06 AM,Has a vehicle inspection been performed?,Yes
27488,12,23,9/8/22 5:06 AM,Is the vehicle free of engine and mechanical issues?,Yes
27488,12,23,9/8/22 5:06 AM,"If engine or mechanical issues, do you have any comments?",no
27488,12,23,9/8/22 5:06 AM,Have all fluid levels been checked?,Yes
27488,12,23,9/8/22 5:06 AM,Are all tires within serviceable specs?,Yes
27488,12,23,9/8/22 5:06 AM,Is the lift gate operational and safe?,Yes
27488,12,23,9/8/22 5:06 AM,Any comments?,no
27488,12,23,9/8/22 5:06 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27491,12,38,9/8/22 4:55 AM,What is the vehicle number?,12760
27491,12,38,9/8/22 4:55 AM,What is the mileage of the vehicle?,187880
27491,12,38,9/8/22 4:55 AM,Has a vehicle inspection been performed?,Yes
27491,12,38,9/8/22 4:55 AM,Is the vehicle free of engine and mechanical issues?,Yes
27491,12,38,9/8/22 4:55 AM,"If engine or mechanical issues, do you have any comments?",NULL
27491,12,38,9/8/22 4:55 AM,Have all fluid levels been checked?,Yes
27491,12,38,9/8/22 4:55 AM,Are all tires within serviceable specs?,Yes
27491,12,38,9/8/22 4:55 AM,Is the lift gate operational and safe?,Yes
27491,12,38,9/8/22 4:55 AM,Any comments?,NULL
27491,12,38,9/8/22 4:55 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27489,12,32,9/7/22 2:47 PM,What is the vehicle number?,13676
27489,12,32,9/7/22 2:47 PM,What is the mileage of the vehicle?,105200
27489,12,32,9/7/22 2:47 PM,Has a vehicle inspection been performed?,Yes
27489,12,32,9/7/22 2:47 PM,Is the vehicle free of engine and mechanical issues?,Yes
27489,12,32,9/7/22 2:47 PM,"If engine or mechanical issues, do you have any comments?",NULL
27489,12,32,9/7/22 2:47 PM,Have all fluid levels been checked?,Yes
27489,12,32,9/7/22 2:47 PM,Are all tires within serviceable specs?,Yes
27489,12,32,9/7/22 2:47 PM,Is the lift gate operational and safe?,Yes
27489,12,32,9/7/22 2:47 PM,Any comments?,NULL
27489,12,32,9/7/22 2:47 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27462,12,38,9/7/22 5:31 AM,What is the vehicle number?,12760
27462,12,38,9/7/22 5:31 AM,What is the mileage of the vehicle?,187753
27462,12,38,9/7/22 5:31 AM,Has a vehicle inspection been performed?,Yes
27462,12,38,9/7/22 5:31 AM,Is the vehicle free of engine and mechanical issues?,Yes
27462,12,38,9/7/22 5:31 AM,"If engine or mechanical issues, do you have any comments?",NULL
27462,12,38,9/7/22 5:31 AM,Have all fluid levels been checked?,Yes
27462,12,38,9/7/22 5:31 AM,Are all tires within serviceable specs?,Yes
27462,12,38,9/7/22 5:31 AM,Is the lift gate operational and safe?,Yes
27462,12,38,9/7/22 5:31 AM,Any comments?,NULL
27462,12,38,9/7/22 5:31 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27461,12,35,9/7/22 5:22 AM,What is the vehicle number?,11282
27461,12,35,9/7/22 5:22 AM,What is the mileage of the vehicle?,283133
27461,12,35,9/7/22 5:22 AM,Has a vehicle inspection been performed?,Yes
27461,12,35,9/7/22 5:22 AM,Is the vehicle free of engine and mechanical issues?,Yes
27461,12,35,9/7/22 5:22 AM,"If engine or mechanical issues, do you have any comments?",NULL
27461,12,35,9/7/22 5:22 AM,Have all fluid levels been checked?,Yes
27461,12,35,9/7/22 5:22 AM,Are all tires within serviceable specs?,Yes
27461,12,35,9/7/22 5:22 AM,Is the lift gate operational and safe?,Yes
27461,12,35,9/7/22 5:22 AM,Any comments?,NULL
27461,12,35,9/7/22 5:22 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27459,12,23,9/7/22 5:14 AM,What is the vehicle number?,13075
27459,12,23,9/7/22 5:14 AM,What is the mileage of the vehicle?,77475
27459,12,23,9/7/22 5:14 AM,Has a vehicle inspection been performed?,Yes
27459,12,23,9/7/22 5:14 AM,Is the vehicle free of engine and mechanical issues?,Yes
27459,12,23,9/7/22 5:14 AM,"If engine or mechanical issues, do you have any comments?",no
27459,12,23,9/7/22 5:14 AM,Have all fluid levels been checked?,Yes
27459,12,23,9/7/22 5:14 AM,Are all tires within serviceable specs?,Yes
27459,12,23,9/7/22 5:14 AM,Is the lift gate operational and safe?,Yes
27459,12,23,9/7/22 5:14 AM,Any comments?,no
27459,12,23,9/7/22 5:14 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27458,12,13,9/7/22 5:11 AM,What is the vehicle number?,12095
27458,12,13,9/7/22 5:11 AM,What is the mileage of the vehicle?,116904
27458,12,13,9/7/22 5:11 AM,Has a vehicle inspection been performed?,Yes
27458,12,13,9/7/22 5:11 AM,Is the vehicle free of engine and mechanical issues?,Yes
27458,12,13,9/7/22 5:11 AM,"If engine or mechanical issues, do you have any comments?",NULL
27458,12,13,9/7/22 5:11 AM,Have all fluid levels been checked?,Yes
27458,12,13,9/7/22 5:11 AM,Are all tires within serviceable specs?,Yes
27458,12,13,9/7/22 5:11 AM,Is the lift gate operational and safe?,Yes
27458,12,13,9/7/22 5:11 AM,Any comments?,NULL
27458,12,13,9/7/22 5:11 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27457,12,3,9/7/22 4:18 AM,What is the vehicle number?,12096
27457,12,3,9/7/22 4:18 AM,What is the mileage of the vehicle?,126898
27457,12,3,9/7/22 4:18 AM,Has a vehicle inspection been performed?,Yes
27457,12,3,9/7/22 4:18 AM,Is the vehicle free of engine and mechanical issues?,Yes
27457,12,3,9/7/22 4:18 AM,"If engine or mechanical issues, do you have any comments?",NULL
27457,12,3,9/7/22 4:18 AM,Have all fluid levels been checked?,Yes
27457,12,3,9/7/22 4:18 AM,Are all tires within serviceable specs?,Yes
27457,12,3,9/7/22 4:18 AM,Is the lift gate operational and safe?,Yes
27457,12,3,9/7/22 4:18 AM,Any comments?,NULL
27457,12,3,9/7/22 4:18 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27460,12,32,9/7/22 4:00 AM,What is the vehicle number?,13676
27460,12,32,9/7/22 4:00 AM,What is the mileage of the vehicle?,135100
27460,12,32,9/7/22 4:00 AM,Has a vehicle inspection been performed?,Yes
27460,12,32,9/7/22 4:00 AM,Is the vehicle free of engine and mechanical issues?,Yes
27460,12,32,9/7/22 4:00 AM,"If engine or mechanical issues, do you have any comments?",NULL
27460,12,32,9/7/22 4:00 AM,Have all fluid levels been checked?,Yes
27460,12,32,9/7/22 4:00 AM,Are all tires within serviceable specs?,Yes
27460,12,32,9/7/22 4:00 AM,Is the lift gate operational and safe?,Yes
27460,12,32,9/7/22 4:00 AM,Any comments?,NULL
27460,12,32,9/7/22 4:00 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27425,12,32,9/7/22 3:37 AM,What is the vehicle number?,13676
27425,12,32,9/7/22 3:37 AM,What is the mileage of the vehicle?,135100
27425,12,32,9/7/22 3:37 AM,Has a vehicle inspection been performed?,Yes
27425,12,32,9/7/22 3:37 AM,Is the vehicle free of engine and mechanical issues?,Yes
27425,12,32,9/7/22 3:37 AM,"If engine or mechanical issues, do you have any comments?",NULL
27425,12,32,9/7/22 3:37 AM,Have all fluid levels been checked?,Yes
27425,12,32,9/7/22 3:37 AM,Are all tires within serviceable specs?,Yes
27425,12,32,9/7/22 3:37 AM,Is the lift gate operational and safe?,Yes
27425,12,32,9/7/22 3:37 AM,Any comments?,NULL
27425,12,32,9/7/22 3:37 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27418,12,3,9/6/22 4:26 PM,What is the vehicle number?,126666
27418,12,3,9/6/22 4:26 PM,What is the mileage of the vehicle?,12666
27418,12,3,9/6/22 4:26 PM,Has a vehicle inspection been performed?,Yes
27418,12,3,9/6/22 4:26 PM,Is the vehicle free of engine and mechanical issues?,Yes
27418,12,3,9/6/22 4:26 PM,"If engine or mechanical issues, do you have any comments?",NULL
27418,12,3,9/6/22 4:26 PM,Have all fluid levels been checked?,Yes
27418,12,3,9/6/22 4:26 PM,Are all tires within serviceable specs?,Yes
27418,12,3,9/6/22 4:26 PM,Is the lift gate operational and safe?,Yes
27418,12,3,9/6/22 4:26 PM,Any comments?,NULL
27418,12,3,9/6/22 4:26 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27424,12,13,9/6/22 2:14 PM,What is the vehicle number?,12095
27424,12,13,9/6/22 2:14 PM,What is the mileage of the vehicle?,na
27424,12,13,9/6/22 2:14 PM,Has a vehicle inspection been performed?,Yes
27424,12,13,9/6/22 2:14 PM,Is the vehicle free of engine and mechanical issues?,Yes
27424,12,13,9/6/22 2:14 PM,"If engine or mechanical issues, do you have any comments?",NULL
27424,12,13,9/6/22 2:14 PM,Have all fluid levels been checked?,Yes
27424,12,13,9/6/22 2:14 PM,Are all tires within serviceable specs?,Yes
27424,12,13,9/6/22 2:14 PM,Is the lift gate operational and safe?,Yes
27424,12,13,9/6/22 2:14 PM,Any comments?,NULL
27424,12,13,9/6/22 2:14 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27419,12,23,9/6/22 7:58 AM,What is the vehicle number?,13075
27419,12,23,9/6/22 7:58 AM,What is the mileage of the vehicle?,77387
27419,12,23,9/6/22 7:58 AM,Has a vehicle inspection been performed?,Yes
27419,12,23,9/6/22 7:58 AM,Is the vehicle free of engine and mechanical issues?,Yes
27419,12,23,9/6/22 7:58 AM,"If engine or mechanical issues, do you have any comments?",no
27419,12,23,9/6/22 7:58 AM,Have all fluid levels been checked?,Yes
27419,12,23,9/6/22 7:58 AM,Are all tires within serviceable specs?,Yes
27419,12,23,9/6/22 7:58 AM,Is the lift gate operational and safe?,Yes
27419,12,23,9/6/22 7:58 AM,Any comments?,no
27419,12,23,9/6/22 7:58 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27421,12,38,9/6/22 6:57 AM,What is the vehicle number?,12760
27421,12,38,9/6/22 6:57 AM,What is the mileage of the vehicle?,187691
27421,12,38,9/6/22 6:57 AM,Has a vehicle inspection been performed?,Yes
27421,12,38,9/6/22 6:57 AM,Is the vehicle free of engine and mechanical issues?,Yes
27421,12,38,9/6/22 6:57 AM,"If engine or mechanical issues, do you have any comments?",NULL
27421,12,38,9/6/22 6:57 AM,Have all fluid levels been checked?,Yes
27421,12,38,9/6/22 6:57 AM,Are all tires within serviceable specs?,Yes
27421,12,38,9/6/22 6:57 AM,Is the lift gate operational and safe?,Yes
27421,12,38,9/6/22 6:57 AM,Any comments?,NULL
27421,12,38,9/6/22 6:57 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27420,12,35,9/6/22 5:27 AM,What is the vehicle number?,11282
27420,12,35,9/6/22 5:27 AM,What is the mileage of the vehicle?,282750
27420,12,35,9/6/22 5:27 AM,Has a vehicle inspection been performed?,Yes
27420,12,35,9/6/22 5:27 AM,Is the vehicle free of engine and mechanical issues?,Yes
27420,12,35,9/6/22 5:27 AM,"If engine or mechanical issues, do you have any comments?",NULL
27420,12,35,9/6/22 5:27 AM,Have all fluid levels been checked?,Yes
27420,12,35,9/6/22 5:27 AM,Are all tires within serviceable specs?,Yes
27420,12,35,9/6/22 5:27 AM,Is the lift gate operational and safe?,Yes
27420,12,35,9/6/22 5:27 AM,Any comments?,NULL
27420,12,35,9/6/22 5:27 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27366,12,23,9/2/22 5:56 AM,What is the vehicle number?,13075
27366,12,23,9/2/22 5:56 AM,What is the mileage of the vehicle?,77302
27366,12,23,9/2/22 5:56 AM,Has a vehicle inspection been performed?,Yes
27366,12,23,9/2/22 5:56 AM,Is the vehicle free of engine and mechanical issues?,Yes
27366,12,23,9/2/22 5:56 AM,"If engine or mechanical issues, do you have any comments?",no
27366,12,23,9/2/22 5:56 AM,Have all fluid levels been checked?,Yes
27366,12,23,9/2/22 5:56 AM,Are all tires within serviceable specs?,Yes
27366,12,23,9/2/22 5:56 AM,Is the lift gate operational and safe?,Yes
27366,12,23,9/2/22 5:56 AM,Any comments?,no
27366,12,23,9/2/22 5:56 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27368,12,38,9/2/22 5:38 AM,What is the vehicle number?,12760
27368,12,38,9/2/22 5:38 AM,What is the mileage of the vehicle?,187527
27368,12,38,9/2/22 5:38 AM,Has a vehicle inspection been performed?,Yes
27368,12,38,9/2/22 5:38 AM,Is the vehicle free of engine and mechanical issues?,Yes
27368,12,38,9/2/22 5:38 AM,"If engine or mechanical issues, do you have any comments?",NULL
27368,12,38,9/2/22 5:38 AM,Have all fluid levels been checked?,Yes
27368,12,38,9/2/22 5:38 AM,Are all tires within serviceable specs?,Yes
27368,12,38,9/2/22 5:38 AM,Is the lift gate operational and safe?,Yes
27368,12,38,9/2/22 5:38 AM,Any comments?,NULL
27368,12,38,9/2/22 5:38 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27384,12,35,9/2/22 4:52 AM,What is the vehicle number?,11282
27384,12,35,9/2/22 4:52 AM,What is the mileage of the vehicle?,282368
27384,12,35,9/2/22 4:52 AM,Has a vehicle inspection been performed?,Yes
27384,12,35,9/2/22 4:52 AM,Is the vehicle free of engine and mechanical issues?,Yes
27384,12,35,9/2/22 4:52 AM,"If engine or mechanical issues, do you have any comments?",NULL
27384,12,35,9/2/22 4:52 AM,Have all fluid levels been checked?,Yes
27384,12,35,9/2/22 4:52 AM,Are all tires within serviceable specs?,Yes
27384,12,35,9/2/22 4:52 AM,Is the lift gate operational and safe?,Yes
27384,12,35,9/2/22 4:52 AM,Any comments?,NULL
27384,12,35,9/2/22 4:52 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27365,12,13,9/2/22 4:50 AM,What is the vehicle number?,12095
27365,12,13,9/2/22 4:50 AM,What is the mileage of the vehicle?,116527
27365,12,13,9/2/22 4:50 AM,Has a vehicle inspection been performed?,Yes
27365,12,13,9/2/22 4:50 AM,Is the vehicle free of engine and mechanical issues?,Yes
27365,12,13,9/2/22 4:50 AM,"If engine or mechanical issues, do you have any comments?",NULL
27365,12,13,9/2/22 4:50 AM,Have all fluid levels been checked?,Yes
27365,12,13,9/2/22 4:50 AM,Are all tires within serviceable specs?,Yes
27365,12,13,9/2/22 4:50 AM,Is the lift gate operational and safe?,Yes
27365,12,13,9/2/22 4:50 AM,Any comments?,NULL
27365,12,13,9/2/22 4:50 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27367,12,32,9/2/22 3:59 AM,What is the vehicle number?,13676
27367,12,32,9/2/22 3:59 AM,What is the mileage of the vehicle?,134800
27367,12,32,9/2/22 3:59 AM,Has a vehicle inspection been performed?,Yes
27367,12,32,9/2/22 3:59 AM,Is the vehicle free of engine and mechanical issues?,Yes
27367,12,32,9/2/22 3:59 AM,"If engine or mechanical issues, do you have any comments?",NULL
27367,12,32,9/2/22 3:59 AM,Have all fluid levels been checked?,Yes
27367,12,32,9/2/22 3:59 AM,Are all tires within serviceable specs?,Yes
27367,12,32,9/2/22 3:59 AM,Is the lift gate operational and safe?,Yes
27367,12,32,9/2/22 3:59 AM,Any comments?,NULL
27367,12,32,9/2/22 3:59 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27364,12,3,9/1/22 4:32 PM,What is the vehicle number?,12096
27364,12,3,9/1/22 4:32 PM,What is the mileage of the vehicle?,0
27364,12,3,9/1/22 4:32 PM,Has a vehicle inspection been performed?,Yes
27364,12,3,9/1/22 4:32 PM,Is the vehicle free of engine and mechanical issues?,Yes
27364,12,3,9/1/22 4:32 PM,"If engine or mechanical issues, do you have any comments?",NULL
27364,12,3,9/1/22 4:32 PM,Have all fluid levels been checked?,Yes
27364,12,3,9/1/22 4:32 PM,Are all tires within serviceable specs?,Yes
27364,12,3,9/1/22 4:32 PM,Is the lift gate operational and safe?,Yes
27364,12,3,9/1/22 4:32 PM,Any comments?,NULL
27364,12,3,9/1/22 4:32 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27337,12,38,9/1/22 5:45 AM,What is the vehicle number?,12760
27337,12,38,9/1/22 5:45 AM,What is the mileage of the vehicle?,187394
27337,12,38,9/1/22 5:45 AM,Has a vehicle inspection been performed?,Yes
27337,12,38,9/1/22 5:45 AM,Is the vehicle free of engine and mechanical issues?,Yes
27337,12,38,9/1/22 5:45 AM,"If engine or mechanical issues, do you have any comments?",NULL
27337,12,38,9/1/22 5:45 AM,Have all fluid levels been checked?,Yes
27337,12,38,9/1/22 5:45 AM,Are all tires within serviceable specs?,Yes
27337,12,38,9/1/22 5:45 AM,Is the lift gate operational and safe?,Yes
27337,12,38,9/1/22 5:45 AM,Any comments?,NULL
27337,12,38,9/1/22 5:45 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27336,12,35,9/1/22 5:25 AM,What is the vehicle number?,11282
27336,12,35,9/1/22 5:25 AM,What is the mileage of the vehicle?,281985
27336,12,35,9/1/22 5:25 AM,Has a vehicle inspection been performed?,Yes
27336,12,35,9/1/22 5:25 AM,Is the vehicle free of engine and mechanical issues?,Yes
27336,12,35,9/1/22 5:25 AM,"If engine or mechanical issues, do you have any comments?",NULL
27336,12,35,9/1/22 5:25 AM,Have all fluid levels been checked?,Yes
27336,12,35,9/1/22 5:25 AM,Are all tires within serviceable specs?,Yes
27336,12,35,9/1/22 5:25 AM,Is the lift gate operational and safe?,Yes
27336,12,35,9/1/22 5:25 AM,Any comments?,NULL
27336,12,35,9/1/22 5:25 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27334,12,23,9/1/22 4:57 AM,What is the vehicle number?,13075
27334,12,23,9/1/22 4:57 AM,What is the mileage of the vehicle?,77134
27334,12,23,9/1/22 4:57 AM,Has a vehicle inspection been performed?,Yes
27334,12,23,9/1/22 4:57 AM,Is the vehicle free of engine and mechanical issues?,Yes
27334,12,23,9/1/22 4:57 AM,"If engine or mechanical issues, do you have any comments?",no
27334,12,23,9/1/22 4:57 AM,Have all fluid levels been checked?,Yes
27334,12,23,9/1/22 4:57 AM,Are all tires within serviceable specs?,Yes
27334,12,23,9/1/22 4:57 AM,Is the lift gate operational and safe?,Yes
27334,12,23,9/1/22 4:57 AM,Any comments?,no
27334,12,23,9/1/22 4:57 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27333,12,13,9/1/22 4:52 AM,What is the vehicle number?,12095
27333,12,13,9/1/22 4:52 AM,What is the mileage of the vehicle?,116351
27333,12,13,9/1/22 4:52 AM,Has a vehicle inspection been performed?,Yes
27333,12,13,9/1/22 4:52 AM,Is the vehicle free of engine and mechanical issues?,Yes
27333,12,13,9/1/22 4:52 AM,"If engine or mechanical issues, do you have any comments?",NULL
27333,12,13,9/1/22 4:52 AM,Have all fluid levels been checked?,Yes
27333,12,13,9/1/22 4:52 AM,Are all tires within serviceable specs?,Yes
27333,12,13,9/1/22 4:52 AM,Is the lift gate operational and safe?,Yes
27333,12,13,9/1/22 4:52 AM,Any comments?,NULL
27333,12,13,9/1/22 4:52 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27332,12,3,8/31/22 4:27 PM,What is the vehicle number?,12096
27332,12,3,8/31/22 4:27 PM,What is the mileage of the vehicle?,126398
27332,12,3,8/31/22 4:27 PM,Has a vehicle inspection been performed?,Yes
27332,12,3,8/31/22 4:27 PM,Is the vehicle free of engine and mechanical issues?,Yes
27332,12,3,8/31/22 4:27 PM,"If engine or mechanical issues, do you have any comments?",NULL
27332,12,3,8/31/22 4:27 PM,Have all fluid levels been checked?,Yes
27332,12,3,8/31/22 4:27 PM,Are all tires within serviceable specs?,Yes
27332,12,3,8/31/22 4:27 PM,Is the lift gate operational and safe?,Yes
27332,12,3,8/31/22 4:27 PM,Any comments?,NULL
27332,12,3,8/31/22 4:27 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No
27335,12,32,8/31/22 1:31 PM,What is the vehicle number?,13676
27335,12,32,8/31/22 1:31 PM,What is the mileage of the vehicle?,134820
