rl_ID,rl_Branch,rl_Route,rl_CompleteTime,ri_Prompt,ri_Response,rl_Date
34182,15,8010,4/19/23 5:12 PM,Are all tires within serviceable specs?,Yes,4/20/2023
34182,15,8010,4/19/23 5:12 PM,Is the lift gate operational and safe?,Yes,4/20/2023
34182,15,8010,4/19/23 5:12 PM,Any comments?,NULL,4/20/2023
34182,15,8010,4/19/23 5:12 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/20/2023
34161,15,12,4/19/23 9:12 AM,What is the vehicle number?,16367,4/19/2023
34161,15,12,4/19/23 9:12 AM,What is the mileage of the vehicle?,7882,4/19/2023
34161,15,12,4/19/23 9:12 AM,Has a vehicle inspection been performed?,Yes,4/19/2023
34161,15,12,4/19/23 9:12 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/19/2023
34161,15,12,4/19/23 9:12 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/19/2023
34161,15,12,4/19/23 9:12 AM,Have all fluid levels been checked?,Yes,4/19/2023
34161,15,12,4/19/23 9:12 AM,Are all tires within serviceable specs?,Yes,4/19/2023
34161,15,12,4/19/23 9:12 AM,Is the lift gate operational and safe?,Yes,4/19/2023
34161,15,12,4/19/23 9:12 AM,Any comments?,NULL,4/19/2023
34161,15,12,4/19/23 9:12 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/19/2023
34156,15,51,4/19/23 8:08 AM,What is the vehicle number?,12389,4/19/2023
34156,15,51,4/19/23 8:08 AM,What is the mileage of the vehicle?,2200,4/19/2023
34156,15,51,4/19/23 8:08 AM,Has a vehicle inspection been performed?,Yes,4/19/2023
34156,15,51,4/19/23 8:08 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/19/2023
34156,15,51,4/19/23 8:08 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/19/2023
34156,15,51,4/19/23 8:08 AM,Have all fluid levels been checked?,Yes,4/19/2023
34156,15,51,4/19/23 8:08 AM,Are all tires within serviceable specs?,Yes,4/19/2023
34156,15,51,4/19/23 8:08 AM,Is the lift gate operational and safe?,Yes,4/19/2023
34156,15,51,4/19/23 8:08 AM,Any comments?,NULL,4/19/2023
34156,15,51,4/19/23 8:08 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/19/2023
34171,15,8010,4/19/23 7:06 AM,What is the vehicle number?,12390,4/19/2023
34171,15,8010,4/19/23 7:06 AM,What is the mileage of the vehicle?,871,4/19/2023
34171,15,8010,4/19/23 7:06 AM,Has a vehicle inspection been performed?,Yes,4/19/2023
34171,15,8010,4/19/23 7:06 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/19/2023
34171,15,8010,4/19/23 7:06 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/19/2023
34171,15,8010,4/19/23 7:06 AM,Have all fluid levels been checked?,Yes,4/19/2023
34171,15,8010,4/19/23 7:06 AM,Are all tires within serviceable specs?,Yes,4/19/2023
34171,15,8010,4/19/23 7:06 AM,Is the lift gate operational and safe?,Yes,4/19/2023
34171,15,8010,4/19/23 7:06 AM,Any comments?,NULL,4/19/2023
34171,15,8010,4/19/23 7:06 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/19/2023
34162,15,52,4/19/23 6:56 AM,What is the vehicle number?,12763,4/19/2023
34162,15,52,4/19/23 6:56 AM,What is the mileage of the vehicle?,145787,4/19/2023
34162,15,52,4/19/23 6:56 AM,Has a vehicle inspection been performed?,Yes,4/19/2023
34162,15,52,4/19/23 6:56 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/19/2023
34162,15,52,4/19/23 6:56 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/19/2023
34162,15,52,4/19/23 6:56 AM,Have all fluid levels been checked?,Yes,4/19/2023
34162,15,52,4/19/23 6:56 AM,Are all tires within serviceable specs?,Yes,4/19/2023
34162,15,52,4/19/23 6:56 AM,Is the lift gate operational and safe?,Yes,4/19/2023
34162,15,52,4/19/23 6:56 AM,Any comments?,NULL,4/19/2023
34162,15,52,4/19/23 6:56 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/19/2023
34169,15,50,4/19/23 6:10 AM,What is the vehicle number?,15469,4/19/2023
34169,15,50,4/19/23 6:10 AM,What is the mileage of the vehicle?,297314,4/19/2023
34169,15,50,4/19/23 6:10 AM,Has a vehicle inspection been performed?,Yes,4/19/2023
34169,15,50,4/19/23 6:10 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/19/2023
34169,15,50,4/19/23 6:10 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/19/2023
34169,15,50,4/19/23 6:10 AM,Have all fluid levels been checked?,Yes,4/19/2023
34169,15,50,4/19/23 6:10 AM,Are all tires within serviceable specs?,Yes,4/19/2023
34169,15,50,4/19/23 6:10 AM,Is the lift gate operational and safe?,Yes,4/19/2023
34169,15,50,4/19/23 6:10 AM,Any comments?,NULL,4/19/2023
34169,15,50,4/19/23 6:10 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/19/2023
34140,15,56,4/19/23 5:41 AM,What is the vehicle number?,13664,4/19/2023
34140,15,56,4/19/23 5:41 AM,What is the mileage of the vehicle?,182739,4/19/2023
34140,15,56,4/19/23 5:41 AM,Has a vehicle inspection been performed?,Yes,4/19/2023
34140,15,56,4/19/23 5:41 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/19/2023
34140,15,56,4/19/23 5:41 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/19/2023
34140,15,56,4/19/23 5:41 AM,Have all fluid levels been checked?,Yes,4/19/2023
34140,15,56,4/19/23 5:41 AM,Are all tires within serviceable specs?,Yes,4/19/2023
34140,15,56,4/19/23 5:41 AM,Is the lift gate operational and safe?,Yes,4/19/2023
34140,15,56,4/19/23 5:41 AM,Any comments?,NULL,4/19/2023
34140,15,56,4/19/23 5:41 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/19/2023
34154,15,6,4/19/23 5:38 AM,What is the vehicle number?,13663,4/19/2023
34154,15,6,4/19/23 5:38 AM,What is the mileage of the vehicle?,168913,4/19/2023
34154,15,6,4/19/23 5:38 AM,Has a vehicle inspection been performed?,Yes,4/19/2023
34154,15,6,4/19/23 5:38 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/19/2023
34154,15,6,4/19/23 5:38 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/19/2023
34154,15,6,4/19/23 5:38 AM,Have all fluid levels been checked?,Yes,4/19/2023
34154,15,6,4/19/23 5:38 AM,Are all tires within serviceable specs?,Yes,4/19/2023
34154,15,6,4/19/23 5:38 AM,Is the lift gate operational and safe?,Yes,4/19/2023
34154,15,6,4/19/23 5:38 AM,Any comments?,NULL,4/19/2023
34154,15,6,4/19/23 5:38 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/19/2023
34143,15,8040,4/19/23 5:23 AM,What is the vehicle number?,11176,4/19/2023
34143,15,8040,4/19/23 5:23 AM,What is the mileage of the vehicle?,66206,4/19/2023
34143,15,8040,4/19/23 5:23 AM,Has a vehicle inspection been performed?,Yes,4/19/2023
34143,15,8040,4/19/23 5:23 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/19/2023
34143,15,8040,4/19/23 5:23 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/19/2023
34143,15,8040,4/19/23 5:23 AM,Have all fluid levels been checked?,Yes,4/19/2023
34143,15,8040,4/19/23 5:23 AM,Are all tires within serviceable specs?,Yes,4/19/2023
34143,15,8040,4/19/23 5:23 AM,Is the lift gate operational and safe?,Yes,4/19/2023
34143,15,8040,4/19/23 5:23 AM,Any comments?,NULL,4/19/2023
34143,15,8040,4/19/23 5:23 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/19/2023
34157,15,47,4/18/23 3:48 PM,What is the vehicle number?,13660,4/19/2023
34157,15,47,4/18/23 3:48 PM,What is the mileage of the vehicle?,200548,4/19/2023
34157,15,47,4/18/23 3:48 PM,Has a vehicle inspection been performed?,Yes,4/19/2023
34157,15,47,4/18/23 3:48 PM,Is the vehicle free of engine and mechanical issues?,Yes,4/19/2023
34157,15,47,4/18/23 3:48 PM,"If engine or mechanical issues, do you have any comments?",n,4/19/2023
34157,15,47,4/18/23 3:48 PM,Have all fluid levels been checked?,Yes,4/19/2023
34157,15,47,4/18/23 3:48 PM,Are all tires within serviceable specs?,Yes,4/19/2023
34157,15,47,4/18/23 3:48 PM,Is the lift gate operational and safe?,Yes,4/19/2023
34157,15,47,4/18/23 3:48 PM,Any comments?,n,4/19/2023
34157,15,47,4/18/23 3:48 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/19/2023
34110,15,12,4/18/23 9:18 AM,What is the vehicle number?,16367,4/18/2023
34110,15,12,4/18/23 9:18 AM,What is the mileage of the vehicle?,7835,4/18/2023
34110,15,12,4/18/23 9:18 AM,Has a vehicle inspection been performed?,Yes,4/18/2023
34110,15,12,4/18/23 9:18 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/18/2023
34110,15,12,4/18/23 9:18 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/18/2023
34110,15,12,4/18/23 9:18 AM,Have all fluid levels been checked?,Yes,4/18/2023
34110,15,12,4/18/23 9:18 AM,Are all tires within serviceable specs?,Yes,4/18/2023
34110,15,12,4/18/23 9:18 AM,Is the lift gate operational and safe?,Yes,4/18/2023
34110,15,12,4/18/23 9:18 AM,Any comments?,NULL,4/18/2023
34110,15,12,4/18/23 9:18 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/18/2023
34096,15,52,4/18/23 8:29 AM,What is the vehicle number?,12763,4/18/2023
34096,15,52,4/18/23 8:29 AM,What is the mileage of the vehicle?,145766,4/18/2023
34096,15,52,4/18/23 8:29 AM,Has a vehicle inspection been performed?,Yes,4/18/2023
34096,15,52,4/18/23 8:29 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/18/2023
34096,15,52,4/18/23 8:29 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/18/2023
34096,15,52,4/18/23 8:29 AM,Have all fluid levels been checked?,Yes,4/18/2023
34096,15,52,4/18/23 8:29 AM,Are all tires within serviceable specs?,Yes,4/18/2023
34096,15,52,4/18/23 8:29 AM,Is the lift gate operational and safe?,Yes,4/18/2023
34096,15,52,4/18/23 8:29 AM,Any comments?,NULL,4/18/2023
34096,15,52,4/18/23 8:29 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/18/2023
34107,15,51,4/18/23 7:31 AM,What is the vehicle number?,12389,4/18/2023
34107,15,51,4/18/23 7:31 AM,What is the mileage of the vehicle?,2000,4/18/2023
34107,15,51,4/18/23 7:31 AM,Has a vehicle inspection been performed?,Yes,4/18/2023
34107,15,51,4/18/23 7:31 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/18/2023
34107,15,51,4/18/23 7:31 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/18/2023
34107,15,51,4/18/23 7:31 AM,Have all fluid levels been checked?,Yes,4/18/2023
34107,15,51,4/18/23 7:31 AM,Are all tires within serviceable specs?,Yes,4/18/2023
34107,15,51,4/18/23 7:31 AM,Is the lift gate operational and safe?,Yes,4/18/2023
34107,15,51,4/18/23 7:31 AM,Any comments?,NULL,4/18/2023
34107,15,51,4/18/23 7:31 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/18/2023
34106,15,47,4/18/23 6:46 AM,What is the vehicle number?,13660,4/18/2023
34106,15,47,4/18/23 6:46 AM,What is the mileage of the vehicle?,200336,4/18/2023
34106,15,47,4/18/23 6:46 AM,Has a vehicle inspection been performed?,Yes,4/18/2023
34106,15,47,4/18/23 6:46 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/18/2023
34106,15,47,4/18/23 6:46 AM,"If engine or mechanical issues, do you have any comments?",n,4/18/2023
34106,15,47,4/18/23 6:46 AM,Have all fluid levels been checked?,Yes,4/18/2023
34106,15,47,4/18/23 6:46 AM,Are all tires within serviceable specs?,Yes,4/18/2023
34106,15,47,4/18/23 6:46 AM,Is the lift gate operational and safe?,Yes,4/18/2023
34106,15,47,4/18/23 6:46 AM,Any comments?,n,4/18/2023
34106,15,47,4/18/23 6:46 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/18/2023
34103,15,50,4/18/23 6:05 AM,What is the vehicle number?,15469,4/18/2023
34103,15,50,4/18/23 6:05 AM,What is the mileage of the vehicle?,298211,4/18/2023
34103,15,50,4/18/23 6:05 AM,Has a vehicle inspection been performed?,Yes,4/18/2023
34103,15,50,4/18/23 6:05 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/18/2023
34103,15,50,4/18/23 6:05 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/18/2023
34103,15,50,4/18/23 6:05 AM,Have all fluid levels been checked?,Yes,4/18/2023
34103,15,50,4/18/23 6:05 AM,Are all tires within serviceable specs?,Yes,4/18/2023
34103,15,50,4/18/23 6:05 AM,Is the lift gate operational and safe?,Yes,4/18/2023
34103,15,50,4/18/23 6:05 AM,Any comments?,NULL,4/18/2023
34103,15,50,4/18/23 6:05 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/18/2023
34104,15,8040,4/18/23 5:39 AM,What is the vehicle number?,11176,4/18/2023
34104,15,8040,4/18/23 5:39 AM,What is the mileage of the vehicle?,66206,4/18/2023
34104,15,8040,4/18/23 5:39 AM,Has a vehicle inspection been performed?,Yes,4/18/2023
34104,15,8040,4/18/23 5:39 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/18/2023
34104,15,8040,4/18/23 5:39 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/18/2023
34104,15,8040,4/18/23 5:39 AM,Have all fluid levels been checked?,Yes,4/18/2023
34104,15,8040,4/18/23 5:39 AM,Are all tires within serviceable specs?,Yes,4/18/2023
34104,15,8040,4/18/23 5:39 AM,Is the lift gate operational and safe?,Yes,4/18/2023
34104,15,8040,4/18/23 5:39 AM,Any comments?,NULL,4/18/2023
34104,15,8040,4/18/23 5:39 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/18/2023
34114,15,56,4/18/23 4:33 AM,What is the vehicle number?,13664,4/18/2023
34114,15,56,4/18/23 4:33 AM,What is the mileage of the vehicle?,182677,4/18/2023
34114,15,56,4/18/23 4:33 AM,Has a vehicle inspection been performed?,Yes,4/18/2023
34114,15,56,4/18/23 4:33 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/18/2023
34114,15,56,4/18/23 4:33 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/18/2023
34114,15,56,4/18/23 4:33 AM,Have all fluid levels been checked?,Yes,4/18/2023
34114,15,56,4/18/23 4:33 AM,Are all tires within serviceable specs?,Yes,4/18/2023
34114,15,56,4/18/23 4:33 AM,Is the lift gate operational and safe?,Yes,4/18/2023
34114,15,56,4/18/23 4:33 AM,Any comments?,NULL,4/18/2023
34114,15,56,4/18/23 4:33 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/18/2023
34102,15,8010,4/17/23 4:11 PM,What is the vehicle number?,12390,4/18/2023
34102,15,8010,4/17/23 4:11 PM,What is the mileage of the vehicle?,726,4/18/2023
34102,15,8010,4/17/23 4:11 PM,Has a vehicle inspection been performed?,Yes,4/18/2023
34102,15,8010,4/17/23 4:11 PM,Is the vehicle free of engine and mechanical issues?,Yes,4/18/2023
34102,15,8010,4/17/23 4:11 PM,"If engine or mechanical issues, do you have any comments?",NULL,4/18/2023
34102,15,8010,4/17/23 4:11 PM,Have all fluid levels been checked?,Yes,4/18/2023
34102,15,8010,4/17/23 4:11 PM,Are all tires within serviceable specs?,Yes,4/18/2023
34102,15,8010,4/17/23 4:11 PM,Is the lift gate operational and safe?,Yes,4/18/2023
34102,15,8010,4/17/23 4:11 PM,Any comments?,NULL,4/18/2023
34102,15,8010,4/17/23 4:11 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/18/2023
34063,15,12,4/17/23 8:57 AM,What is the vehicle number?,16367,4/17/2023
34063,15,12,4/17/23 8:57 AM,What is the mileage of the vehicle?,7761,4/17/2023
34063,15,12,4/17/23 8:57 AM,Has a vehicle inspection been performed?,Yes,4/17/2023
34063,15,12,4/17/23 8:57 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/17/2023
34063,15,12,4/17/23 8:57 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/17/2023
34063,15,12,4/17/23 8:57 AM,Have all fluid levels been checked?,Yes,4/17/2023
34063,15,12,4/17/23 8:57 AM,Are all tires within serviceable specs?,Yes,4/17/2023
34063,15,12,4/17/23 8:57 AM,Is the lift gate operational and safe?,Yes,4/17/2023
34063,15,12,4/17/23 8:57 AM,Any comments?,NULL,4/17/2023
34063,15,12,4/17/23 8:57 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/17/2023
34052,15,52,4/17/23 8:34 AM,What is the vehicle number?,12763,4/17/2023
34052,15,52,4/17/23 8:34 AM,What is the mileage of the vehicle?,145742,4/17/2023
34052,15,52,4/17/23 8:34 AM,Has a vehicle inspection been performed?,Yes,4/17/2023
34052,15,52,4/17/23 8:34 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/17/2023
34052,15,52,4/17/23 8:34 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/17/2023
34052,15,52,4/17/23 8:34 AM,Have all fluid levels been checked?,Yes,4/17/2023
34052,15,52,4/17/23 8:34 AM,Are all tires within serviceable specs?,Yes,4/17/2023
34052,15,52,4/17/23 8:34 AM,Is the lift gate operational and safe?,Yes,4/17/2023
34052,15,52,4/17/23 8:34 AM,Any comments?,NULL,4/17/2023
34052,15,52,4/17/23 8:34 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/17/2023
34057,15,51,4/17/23 7:40 AM,What is the vehicle number?,12389,4/17/2023
34057,15,51,4/17/23 7:40 AM,What is the mileage of the vehicle?,2128,4/17/2023
34057,15,51,4/17/23 7:40 AM,Has a vehicle inspection been performed?,Yes,4/17/2023
34057,15,51,4/17/23 7:40 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/17/2023
34057,15,51,4/17/23 7:40 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/17/2023
34057,15,51,4/17/23 7:40 AM,Have all fluid levels been checked?,Yes,4/17/2023
34057,15,51,4/17/23 7:40 AM,Are all tires within serviceable specs?,Yes,4/17/2023
34057,15,51,4/17/23 7:40 AM,Is the lift gate operational and safe?,Yes,4/17/2023
34057,15,51,4/17/23 7:40 AM,Any comments?,NULL,4/17/2023
34057,15,51,4/17/23 7:40 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/17/2023
34062,15,47,4/17/23 7:12 AM,What is the vehicle number?,13660,4/17/2023
34062,15,47,4/17/23 7:12 AM,What is the mileage of the vehicle?,200199,4/17/2023
34062,15,47,4/17/23 7:12 AM,Has a vehicle inspection been performed?,Yes,4/17/2023
34062,15,47,4/17/23 7:12 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/17/2023
34062,15,47,4/17/23 7:12 AM,"If engine or mechanical issues, do you have any comments?",n,4/17/2023
34062,15,47,4/17/23 7:12 AM,Have all fluid levels been checked?,Yes,4/17/2023
34062,15,47,4/17/23 7:12 AM,Are all tires within serviceable specs?,Yes,4/17/2023
34062,15,47,4/17/23 7:12 AM,Is the lift gate operational and safe?,Yes,4/17/2023
34062,15,47,4/17/23 7:12 AM,Any comments?,n,4/17/2023
34062,15,47,4/17/23 7:12 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/17/2023
34056,15,56,4/17/23 6:30 AM,What is the vehicle number?,13664,4/17/2023
34056,15,56,4/17/23 6:30 AM,What is the mileage of the vehicle?,182611,4/17/2023
34056,15,56,4/17/23 6:30 AM,Has a vehicle inspection been performed?,Yes,4/17/2023
34056,15,56,4/17/23 6:30 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/17/2023
34056,15,56,4/17/23 6:30 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/17/2023
34056,15,56,4/17/23 6:30 AM,Have all fluid levels been checked?,Yes,4/17/2023
34056,15,56,4/17/23 6:30 AM,Are all tires within serviceable specs?,Yes,4/17/2023
34056,15,56,4/17/23 6:30 AM,Is the lift gate operational and safe?,Yes,4/17/2023
34056,15,56,4/17/23 6:30 AM,Any comments?,NULL,4/17/2023
34056,15,56,4/17/23 6:30 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/17/2023
34051,15,50,4/17/23 6:06 AM,What is the vehicle number?,15469,4/17/2023
34051,15,50,4/17/23 6:06 AM,What is the mileage of the vehicle?,298128,4/17/2023
34051,15,50,4/17/23 6:06 AM,Has a vehicle inspection been performed?,Yes,4/17/2023
34051,15,50,4/17/23 6:06 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/17/2023
34051,15,50,4/17/23 6:06 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/17/2023
34051,15,50,4/17/23 6:06 AM,Have all fluid levels been checked?,Yes,4/17/2023
34051,15,50,4/17/23 6:06 AM,Are all tires within serviceable specs?,Yes,4/17/2023
34051,15,50,4/17/23 6:06 AM,Is the lift gate operational and safe?,Yes,4/17/2023
34051,15,50,4/17/23 6:06 AM,Any comments?,NULL,4/17/2023
34051,15,50,4/17/23 6:06 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/17/2023
34055,15,8040,4/17/23 5:45 AM,What is the vehicle number?,11176,4/17/2023
34055,15,8040,4/17/23 5:45 AM,What is the mileage of the vehicle?,65123,4/17/2023
34055,15,8040,4/17/23 5:45 AM,Has a vehicle inspection been performed?,Yes,4/17/2023
34055,15,8040,4/17/23 5:45 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/17/2023
34055,15,8040,4/17/23 5:45 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/17/2023
34055,15,8040,4/17/23 5:45 AM,Have all fluid levels been checked?,Yes,4/17/2023
34055,15,8040,4/17/23 5:45 AM,Are all tires within serviceable specs?,Yes,4/17/2023
34055,15,8040,4/17/23 5:45 AM,Is the lift gate operational and safe?,Yes,4/17/2023
34055,15,8040,4/17/23 5:45 AM,Any comments?,NULL,4/17/2023
34055,15,8040,4/17/23 5:45 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/17/2023
34054,15,6,4/17/23 5:42 AM,What is the vehicle number?,13663,4/17/2023
34054,15,6,4/17/23 5:42 AM,What is the mileage of the vehicle?,168783,4/17/2023
34054,15,6,4/17/23 5:42 AM,Has a vehicle inspection been performed?,Yes,4/17/2023
34054,15,6,4/17/23 5:42 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/17/2023
34054,15,6,4/17/23 5:42 AM,"If engine or mechanical issues, do you have any comments?",NULL,4/17/2023
34054,15,6,4/17/23 5:42 AM,Have all fluid levels been checked?,Yes,4/17/2023
34054,15,6,4/17/23 5:42 AM,Are all tires within serviceable specs?,Yes,4/17/2023
34054,15,6,4/17/23 5:42 AM,Is the lift gate operational and safe?,Yes,4/17/2023
34054,15,6,4/17/23 5:42 AM,Any comments?,NULL,4/17/2023
34054,15,6,4/17/23 5:42 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/17/2023
34058,15,8010,4/14/23 2:55 PM,What is the vehicle number?,12390,4/17/2023
34058,15,8010,4/14/23 2:55 PM,What is the mileage of the vehicle?,614,4/17/2023
34058,15,8010,4/14/23 2:55 PM,Has a vehicle inspection been performed?,Yes,4/17/2023
34058,15,8010,4/14/23 2:55 PM,Is the vehicle free of engine and mechanical issues?,Yes,4/17/2023
34058,15,8010,4/14/23 2:55 PM,"If engine or mechanical issues, do you have any comments?",NULL,4/17/2023
34058,15,8010,4/14/23 2:55 PM,Have all fluid levels been checked?,Yes,4/17/2023
34058,15,8010,4/14/23 2:55 PM,Are all tires within serviceable specs?,Yes,4/17/2023
34058,15,8010,4/14/23 2:55 PM,Is the lift gate operational and safe?,Yes,4/17/2023
34058,15,8010,4/14/23 2:55 PM,Any comments?,NULL,4/17/2023
34058,15,8010,4/14/23 2:55 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,4/17/2023
34027,15,12,4/14/23 8:54 AM,What is the vehicle number?,16367,4/14/2023
34027,15,12,4/14/23 8:54 AM,What is the mileage of the vehicle?,7,4/14/2023
34027,15,12,4/14/23 8:54 AM,Has a vehicle inspection been performed?,Yes,4/14/2023
34027,15,12,4/14/23 8:54 AM,Is the vehicle free of engine and mechanical issues?,Yes,4/14/2023
