"RowID","WorkspaceName","CustomerName","CustomerNumber","DisplayAddress","DisplayAddress2","DisplayCity","DisplayState","DisplayPostal","DisplayNation","DisplayAddressFull","MatchedAddress","MatchedAddress2","MatchedCity","MatchedState","MatchedPostal","MatchedNation","MatchedAddressFull","Latitude","Longitude","MatchType","MatchTypeCode","Phone","Email","Website","Comments1","Comments2","Comments3","Comments4","Comments5","Comments6","NumericComments","FrequencyCycleText","FrequencyCycleCode","FrequencyDays","Capacity1","Capacity2","ServiceMinutes","RouteRules","TimeWindow1Used","TimeWindow1Start","TimeWindow1End","TimeWindow2Used","TimeWindow2Start","TimeWindow2End","Priority","DateAdded","DateModified"
"-311","My Workspace 1","BLARNEY CASTLE 280","8511","9505 S. M-37","","BALDWIN","MI","49304","US","9505 S. M-37, BALDWIN MI 49304 US","9505 S M-37","","Baldwin","MI","49304","US","9505 S M-37, Baldwin MI 49304 US","43.849945","-85.851868","Street Address - Automatic","3","","","","99031","","","","","","0","Weekly","Weekly","F","0","5711.27","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-312","My Workspace 1","FSU THE ROCK CAFE","4573","1420 KNOLLVIEW DR","","BIG RAPIDS","MI","49307","US","1420 KNOLLVIEW DR, BIG RAPIDS MI 49307 US","1420 Knollview Dr","","Big Rapids","MI","49307","US","1420 Knollview Dr, Big Rapids MI 49307 US","43.681234","-85.481816","Street Address - Automatic","3","","","","99049","","","","","","0","Weekly","Weekly","W","0","25386.06","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-313","My Workspace 1","CHERRY REPUBLIC T.C.","10320","100 FRONT ST","","TRAVERSE CITY","MI","49686","US","100 FRONT ST, TRAVERSE CITY MI 49686 US","100 E Front St","","Traverse City","MI","49686","US","100 E Front St, Traverse City MI 49686 US","44.7640991","-85.6099853","Street Address - Automatic","3","","","","231312","","","","","","0","Weekly","Weekly","R","0","3637.03","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-314","My Workspace 1","ALL-PHASE ELECTRIC","10308","926 W SOUTH AIRPORT","","TRAVERSE CITY","MI","49686","US","926 W SOUTH AIRPORT, TRAVERSE CITY MI 49686 US","926 W South Airport Rd","","Traverse City","MI","49686","US","926 W South Airport Rd, Traverse City MI 49686 US","44.733918","-85.593492","Street Address - Automatic","3","","","","","","Current","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","F","6.82451253481894","0","0.275","MTWRF","True","08:00","17:00","False","","","NoPriority","1/25/2022 6:06:15 PM","2/7/2022 12:23:31 PM"
"-315","My Workspace 1","DTE ENERGY","4555","1294 US 31 N","","PETOSKEY","MI","49770","US","1294 US 31 N, PETOSKEY MI 49770 US","1294 US-31 N","","Petoskey","MI","49770","US","1294 US-31 N, Petoskey MI 49770 US","45.3886516","-84.9113471","Street Address - Automatic","3","","","","99063","","","","","","0","Monthly Monthly - Week 4","4","T","0","794.44","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-316","My Workspace 1","ELLENS CORNERS","4631","6052 W M-115","","MESICK","MI","49668","US","6052 W M-115, MESICK MI 49668 US","6052 W M 115","","Mesick","MI","49668","US","6052 W M 115, Mesick MI 49668 US","44.404567","-85.700301","Street Address - Automatic","3","","","","228505","","","","","","0","Weekly","Weekly","T","0","10513.5","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-317","My Workspace 1","HABITAT RESTORE","10188","7545 E 34 RD","","CADILLAC","MI","49601","US","7545 E 34 RD, CADILLAC MI 49601 US","7545 E 34 Rd","","Cadillac","MI","49601","US","7545 E 34 Rd, Cadillac MI 49601 US","44.281678","-85.426494","Street Address - Automatic","3","","","","231191","","","","","","0","Bi-Weekly Odd Cycle Weeks (1,3)","Bi-Weekly Odd","R","0","1318.98","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-318","My Workspace 1","CADILLAC MOOSE","3981","7461 E. 34 MILE","","CADILLAC","MI","49601","US","7461 E. 34 MILE, CADILLAC MI 49601 US","7461 E 34 Rd","","Cadillac","MI","49601","US","7461 E 34 Rd, Cadillac MI 49601 US","44.2819","-85.4274695","Street Address - Automatic","3","","","","211646","","","","","","0","Weekly","Weekly","R","0","2977.35","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-319","My Workspace 1","BOON COUNTRY","4450","562 S HASKINS","","BOON","MI","49618","US","562 S HASKINS, BOON MI 49618 US","562 S Haskins Rd","","Boon","MI","49618","US","562 S Haskins Rd, Boon MI 49618 US","44.286458","-85.600145","Street Address - Automatic","3","","","","226403","","","","","","0","Monthly Monthly - Week 4","4","W","0","1121.15","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-320","My Workspace 1","POMPEII'S PIZZA EVART LLC","10147","790 W 7TH","","EVART","MI","49631","US","790 W 7TH, EVART MI 49631 US","790 W 7th St","","Evart","MI","49631","US","790 W 7th St, Evart MI 49631 US","43.900877","-85.270883","Street Address - Automatic","3","","","","231156","","","","","","0","Weekly","Weekly","T","0","6675.63","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-321","My Workspace 1","FREDS OF ROSCOMMON","10144","430 N FIFTH ST","","ROSCOMMON","MI","48653","US","430 N FIFTH ST, ROSCOMMON MI 48653 US","430 N 5th St","","Roscommon","MI","48653","US","430 N 5th St, Roscommon MI 48653 US","44.5019632","-84.597714","Street Address - Automatic","3","","","","231154","","","","","","0","Weekly","Weekly","W","0","8475.25","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-322","My Workspace 1","CEDAR CREEK APTS","10138","12047 S ELK RUN","","TRAVERSE CITY","MI","49684","US","12047 S ELK RUN, TRAVERSE CITY MI 49684 US","12047 S Elk Run","","Traverse City","MI","49684","US","12047 S Elk Run, Traverse City MI 49684 US","44.7994482","-85.653683","Street Address - Automatic","3","","","","231148","","","","","","0","Weekly","Weekly","R","0","2383.52","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-323","My Workspace 1","TORCH LAKE TOWNSHIP","10128","2355 N US 31","","KEWADIN","MI","49648","US","2355 N US 31, KEWADIN MI 49648 US","2355 US-31 N","","Kewadin","MI","49648","US","2355 US-31 N, Kewadin MI 49648 US","45.068013","-85.35925","Street Address - Automatic","3","","","","231139","","","","","","0","Monthly Monthly - Week 3","3","M","0","624.87","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-324","My Workspace 1","CAMP MANA-PINE","4366","998 EMMONS RD.","","WELSTON","MI","49689","US","998 EMMONS RD., WELSTON MI 49689 US","998 Emmons Rd","","Wellston","MI","49689","US","998 Emmons Rd, Wellston MI 49689 US","44.2510085","-85.9212852","Street Address - Automatic","3","","","","224422","","","","","","0","Weekly","Weekly","W","0","597.03","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-325","My Workspace 1","BLARNEY CASTLE 352","8488","4210 S. M-37","","BALDWIN","MI","49304","US","4210 S. M-37, BALDWIN MI 49304 US","4210 S M 37","","Baldwin","MI","49304","US","4210 S M 37, Baldwin MI 49304 US","43.926622","-85.851502","Street Address - Automatic","3","","","","99031","","","","","","0","Weekly","Weekly","T","0","4269.37","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-326","My Workspace 1","QUEST INTEGRATED","10089","1023 BUSINESS PARK DRIVE","","TRAVERSE CITY","MI","49686","US","1023 BUSINESS PARK DRIVE, TRAVERSE CITY MI 49686 US","1023 Business Park Dr","","Traverse City","MI","49686","US","1023 Business Park Dr, Traverse City MI 49686 US","44.7438929","-85.5563264","Street Address - Automatic","3","","","","231103","","","","","","0","Monthly Monthly - Week 2","2","M","0","791.06","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-327","My Workspace 1","EAST JORDAN EZ MART 399","14130","101 WATER ST","","EAST JORDAN","MI","49727","US","101 WATER ST, EAST JORDAN MI 49727 US","101 Water St","","East Jordan","MI","49727","US","101 Water St, East Jordan MI 49727 US","45.152816","-85.133175","Street Address - Automatic","3","","","","99031","","","","","","0","Weekly","Weekly","W","0","2092.63","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-328","My Workspace 1","NMCAA MISSAUKEE HS","10062","1751 S MOREY RD","","LAKE CITY","MI","49651","US","1751 S MOREY RD, LAKE CITY MI 49651 US","1751 S Morey Rd","","Lake City","MI","49651","US","1751 S Morey Rd, Lake City MI 49651 US","44.3129283","-85.2144533","Street Address - Automatic","3","","","","231079","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","F","0","1581.9","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-329","My Workspace 1","FRENCH MANOR TERRA","14633","1420 TERRA ROAD","","TRAVERSE CITY","MI","49686","US","1420 TERRA ROAD, TRAVERSE CITY MI 49686 US","1420 Terra Rd","","Traverse City","MI","49686","US","1420 Terra Rd, Traverse City MI 49686 US","44.725761","-85.604445","Street Address - Automatic","3","","","","233287","","","","","","0","Weekly","Weekly","F","0","6066.44","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-330","My Workspace 1","G.T. TRUCKING","4710","2699 CASS RD","","TRAVERSE CITY","MI","49686","US","2699 CASS RD, TRAVERSE CITY MI 49686 US","2699 Cass Rd","","Traverse City","MI","49684","US","2699 Cass Rd, Traverse City MI 49684 US","44.72629","-85.627738","Street Address - Automatic","3","","","","229254","","","","","","0","Weekly","Weekly","T","0","4663.7","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-331","My Workspace 1","BLARNEY PROPANE","10027","2951 NORTH 7 RD","","MESICK","MI","49668","US","2951 NORTH 7 RD, MESICK MI 49668 US","4544 N M 37","","Mesick","MI","49668","US","4544 N M 37, Mesick MI 49668 US","44.403875","-85.69869","Lat/Lon - Manual","26","","","","99031","","","","","","0","Weekly","Weekly","R","0","1638.54","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-332","My Workspace 1","CENTRAL LAKE EZ MART 308","9950","1824 MAIN ST","","CENTRAL LAKE","MI","49622","US","1824 MAIN ST, CENTRAL LAKE MI 49622 US","1824 S Main St","","Central Lake","MI","49622","US","1824 S Main St, Central Lake MI 49622 US","45.061755","-85.263645","Street Address - Automatic","3","","","","99031","","","","","","0","Weekly","Weekly","M","0","6429.07","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-333","My Workspace 1","FSU-THE ROCK","4468","1420 KNOLLVIEW SO.COMMONS BLDG","","BIG RAPIDS","MI","49307","US","1420 KNOLLVIEW SO.COMMONS BLDG, BIG RAPIDS MI 49307 US","1420 Knollview Dr","","Big Rapids","MI","49307","US","1420 Knollview Dr, Big Rapids MI 49307 US","43.681234","-85.481816","Street Address - Manual","5","","","","99049","","","","","","0","Weekly","Weekly","W","0","11109.32","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-334","My Workspace 1","GREEN LAKE TOWNSHIP","4643","9394 10TH ST","","INTERLOCHEN","MI","49643","US","9394 10TH ST, INTERLOCHEN MI 49643 US","9394 10th St","","Interlochen","MI","49643","US","9394 10th St, Interlochen MI 49643 US","44.6444425","-85.7656085","Street Address - Automatic","3","","","","228556","","","","","","0","Monthly Monthly - Week 1","1","R","0","455.15","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-335","My Workspace 1","FAMILY FARE #643","3922","1002 FOREST AVENUE","","FRANKFORT","MI","49635","US","1002 FOREST AVENUE, FRANKFORT MI 49635 US","1002 Forest Ave","","Frankfort","MI","49635","US","1002 Forest Ave, Frankfort MI 49635 US","44.632851","-86.228204","Street Address - Automatic","3","","","","99061","","","","","","0","Weekly","Weekly","T","0","7430.58","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-336","My Workspace 1","LITTLE BOOTS CAFE","9957","6633 W HOUGHTON LAKE DRIVE","","HOUGHTON LAKE","MI","48629","US","6633 W HOUGHTON LAKE DRIVE, HOUGHTON LAKE MI 48629 US","6633 W Houghton Lake Dr","","Houghton Lake","MI","48629","US","6633 W Houghton Lake Dr, Houghton Lake MI 48629 US","44.31451","-84.764745","Street Address - Automatic","3","","","","230988","","","","","","0","Weekly","Weekly","M","0","2716.74","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-337","My Workspace 1","CLEAR WTR TOWNSHIP","4035","5440 RIVER ST","PO BOX 1","RAPID CITY","MI","49676","US","5440 RIVER ST PO BOX 1, RAPID CITY MI 49676 US","5440 River St NW","","Rapid City","MI","49676","US","5440 River St NW, Rapid City MI 49676 US","44.83459","-85.2818","Street Address - Automatic","3","","","","216285","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","F","0","2352.83","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-338","My Workspace 1","CLUFF WELL DRILLING","4716","6222 E. TRAVERSE HWY","","TRAVERSE CITY","MI","49684","US","6222 E. TRAVERSE HWY, TRAVERSE CITY MI 49684 US","6222 M 72 E","","Traverse City","MI","49684","US","6222 M 72 E, Traverse City MI 49684 US","44.7743717","-85.7300023","Street Address - Automatic","3","","","","229260","","","","","","0","Weekly","Weekly","R","0","14968.67","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-339","My Workspace 1","FILER CREDIT UNION","4641","1117 28TH ST","","MANISTEE","MI","49660","US","1117 28TH ST, MANISTEE MI 49660 US","1117 28th St","","Manistee","MI","49660","US","1117 28th St, Manistee MI 49660 US","44.21958","-86.307247","Street Address - Automatic","3","","","","228539","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","M","0","1652.87","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-340","My Workspace 1","LOBDELL ENTERPRISES","9900","745 S GARFIELD","","TRAVERSE CITY","MI","49685","US","745 S GARFIELD, TRAVERSE CITY MI 49685 US","745 S Garfield Ave","","Traverse City","MI","49686","US","745 S Garfield Ave, Traverse City MI 49686 US","44.753275","-85.594952","Street Address - Manual","5","","","","230939","","","","","","0","Monthly Monthly - Week 2","2","F","0","612.13","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-341","My Workspace 1","COUNTRY SIDE RESTAUR","3914","13940 9 MILE RD","","KALEVA","MI","49645","US","13940 9 MILE RD, KALEVA MI 49645 US","13940 9 Mile Rd","","Kaleva","MI","49645","US","13940 9 Mile Rd, Kaleva MI 49645 US","44.370637","-86.02124","Street Address - Automatic","3","","","","205347","","","","","","0","Bi-Weekly Odd Cycle Weeks (1,3)","Bi-Weekly Odd","W","0","2593.14","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-342","My Workspace 1","BLARNEY ELK RAPIDS 404","9810","100 1ST ST","","ELK RAPIDS","MI","49629","US","100 1ST ST, ELK RAPIDS MI 49629 US","100 1st St","","Elk Rapids","MI","49629","US","100 1st St, Elk Rapids MI 49629 US","44.89444","-85.410997","Street Address - Automatic","3","","","","99031","","","","","","0","Weekly","Weekly","M","0","15700.77","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-343","My Workspace 1","THE VINEYARD INN","9807","1338 N PEBBLE BEACH","","SUTTONS BAY","MI","49684","US","1338 N PEBBLE BEACH, SUTTONS BAY MI 49684 US","1338 N Pebble Beach Dr","","Suttons Bay","MI","49682","US","1338 N Pebble Beach Dr, Suttons Bay MI 49682 US","45.000719","-85.63248","Street Address - Automatic","3","","","","230862","","","","","","0","Monthly Monthly - Week 4","4","W","0","1471.52","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-344","My Workspace 1","GILLISON'S VARIETY FABRICATION","3959","3033 BENZI'E HWY","","BENZONIA","MI","49616","US","3033 BENZI'E HWY, BENZONIA MI 49616 US","3033 Benzie Hwy","","Benzonia","MI","49616","US","3033 Benzie Hwy, Benzonia MI 49616 US","44.58805","-86.0986133","Street Address - Automatic","3","","","","210049","","","","","","0","Weekly","Weekly","T","0","11397.02","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-345","My Workspace 1","EASTPORT MARKET","9782","5431 US 31 NORTH","","EASTPORT","MI","49627","US","5431 US 31 NORTH, EASTPORT MI 49627 US","5431 US-31 N","","Central Lake","MI","49622","US","5431 US-31 N, Central Lake MI 49622 US","45.11317","-85.350995","Street Address - Manual","5","","","","230841","","","","","","0","Weekly","Weekly","M","0","12407.11","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-346","My Workspace 1","CADILLAC PRINTING CO","3928","214 S. MITCHELL ST.","","CADILLAC","MI","49601","US","214 S. MITCHELL ST., CADILLAC MI 49601 US","214 S Mitchell St","","Cadillac","MI","49601","US","214 S Mitchell St, Cadillac MI 49601 US","44.248659","-85.398614","Street Address - Automatic","3","","","","208011","","","","","","0","Bi-Weekly Odd Cycle Weeks (1,3)","Bi-Weekly Odd","F","0","1439.24","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-347","My Workspace 1","DYNAMIC PHYSICAL THERAPY","4292","1806 E PARKDALE","SUITE 1","MANISTEE","MI","49660","US","1806 E PARKDALE SUITE 1, MANISTEE MI 49660 US","1806 E Parkdale Ave","","Manistee","MI","49660","US","1806 E Parkdale Ave, Manistee MI 49660 US","44.274409","-86.26686","Street Address - Automatic","3","","","","222752","","","","","","0","Monthly Monthly - Week 3","3","M","0","795.94","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-348","My Workspace 1","FRIENDSHIP CTR OF EMMET COUNTY","4493","1322 ANDERSON RD","","PETOSKEY","MI","49770","US","1322 ANDERSON RD, PETOSKEY MI 49770 US","1322 Anderson Rd","","Petoskey","MI","49770","US","1322 Anderson Rd, Petoskey MI 49770 US","45.358756","-84.9715827","Street Address - Automatic","3","","","","226871","","","","","","0","Monthly Monthly - Week 3","3","R","0","1889.95","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-349","My Workspace 1","FISCHER LP GAS/MECH","12326","17254 CABERFEE HWY","","WELLSTON","MI","49689","US","17254 CABERFEE HWY, WELLSTON MI 49689 US","17254 Caberfae Hwy","","Wellston","MI","49689","US","17254 Caberfae Hwy, Wellston MI 49689 US","44.2254177","-85.9562742","Street Address - Automatic","3","","","","232491","","","","","","0","Weekly","Weekly","W","0","3978.71","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-350","My Workspace 1","RIVER VALLEY POULTRY","9698","5507 WALTON RD","","KINGSLEY","MI","49649","US","5507 WALTON RD, KINGSLEY MI 49649 US","5507 Walton Rd","","Kingsley","MI","49649","US","5507 Walton Rd, Kingsley MI 49649 US","44.5426023","-85.4668287","Street Address - Automatic","3","","","","230778","","","","","","0","Bi-Weekly Odd Cycle Weeks (1,3)","Bi-Weekly Odd","T","0","1153.12","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-351","My Workspace 1","GOODWILL MANISTEE 240","15210","282 12TH STREET","","MANISTEE","MI","49660","US","282 12TH STREET, MANISTEE MI 49660 US","282 12th St","","Manistee","MI","49660","US","282 12th St, Manistee MI 49660 US","44.235183","-86.316434","Street Address - Automatic","3","","","","806085","","","","","","0","Bi-Weekly Odd Cycle Weeks (1,3)","Bi-Weekly Odd","M","0","796.48","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-352","My Workspace 1","VFW POST 2964","9598","129 E OSCEOLA","","REED CITY","MI","49677","US","129 E OSCEOLA, REED CITY MI 49677 US","129 E Osceola Ave","","Reed City","MI","49677","US","129 E Osceola Ave, Reed City MI 49677 US","43.870373","-85.509447","Street Address - Automatic","3","","","","230693","","","","","","0","Monthly Monthly - Week 3","3","T","0","849.79","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-353","My Workspace 1","DEEPS CORNER STORE","9565","102 WAUKAZOO","","NORTHPORT","MI","49670","US","102 WAUKAZOO, NORTHPORT MI 49670 US","102 Waukazoo St","","Northport","MI","49670","US","102 Waukazoo St, Northport MI 49670 US","45.1295273","-85.6169207","Street Address - Automatic","3","","","","230665","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","W","0","1148.92","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-354","My Workspace 1","GYPSY NICKEL LOUNGE","9021","228 BALDWIN","","BIG RAPIDS","MI","49307","US","228 BALDWIN, BIG RAPIDS MI 49307 US","228 Baldwin St","","Big Rapids","MI","49307","US","228 Baldwin St, Big Rapids MI 49307 US","43.708289","-85.480653","Street Address - Automatic","3","","","","230224","","","","","","0","Weekly","Weekly","W","0","5452.82","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-355","My Workspace 1","GILLISON'S VARIETY FABRICATION","4675","3860 W MONROE RD","","HART","MI","49420","US","3860 W MONROE RD, HART MI 49420 US","3860 W Monroe Rd","","Hart","MI","49420","US","3860 W Monroe Rd, Hart MI 49420 US","43.7621182","-86.3753648","Street Address - Automatic","3","","","","210049","","","","","","0","Weekly","Weekly","F","0","2428.51","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-356","My Workspace 1","FIBER TECH","4060","1637 MARTY PAUL","","CADILLAC","MI","49601","US","1637 MARTY PAUL, CADILLAC MI 49601 US","1637 Marty Paul St","","Cadillac","MI","49601","US","1637 Marty Paul St, Cadillac MI 49601 US","44.265812","-85.432378","Street Address - Automatic","3","","","","217634","","","","","","0","Weekly","Weekly","M","0","2030.58","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-357","My Workspace 1","GAS-N-SHOP","8170","7072 M 37 S","","KINGSLEY","MI","49649","US","7072 M 37 S, KINGSLEY MI 49649 US","7072 M 37","","Kingsley","MI","49649","US","7072 M 37, Kingsley MI 49649 US","44.583699","-85.65635","Street Address - Automatic","3","","","","229545","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","T","0","1440.97","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-358","My Workspace 1","ALTUS BRANDS","4734","6893 SULLIVAN RD.","","GRAWN","MI","49637","US","6893 SULLIVAN RD., GRAWN MI 49637 US","6893 Sullivan Rd","","Grawn","MI","49637","US","6893 Sullivan Rd, Grawn MI 49637 US","44.664892","-85.714508","Street Address - Automatic","3","","","","229278","","","","","","0","Monthly Monthly - Week 3","3","R","0","686.42","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-359","My Workspace 1","FURZ A FLY'N","13352","7999 W. FALMOUTH RD.","","MCBAIN","MI","49657","US","7999 W. FALMOUTH RD., MCBAIN MI 49657 US","7999 W Falmouth Rd","","McBain","MI","49657","US","7999 W Falmouth Rd, McBain MI 49657 US","44.236148","-85.254608","Street Address - Automatic","3","","","","232920","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","F","0","1475.1","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-360","My Workspace 1","PINEVIEW DISCOUNT GROCERY","9395","9200 S. Burkett Rd","","MCBAIN","MI","49657","US","9200 S. Burkett Rd, MCBAIN MI 49657 US","9200 S Burkett Rd","","McBain","MI","49657","US","9200 S Burkett Rd, McBain MI 49657 US","44.205839","-85.154914","Street Address - Automatic","3","","","","230538","","","","","","0","Bi-Weekly Odd Cycle Weeks (1,3)","Bi-Weekly Odd","F","0","1187.96","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-361","My Workspace 1","HOLMES AUTO REPAIR","3968","100 WORKS","","CADILLAC","MI","49601","US","100 WORKS, CADILLAC MI 49601 US","100 Works Ave","","Cadillac","MI","49601","US","100 Works Ave, Cadillac MI 49601 US","44.277494","-85.404398","Street Address - Automatic","3","","","","210625","","","","","","0","Weekly","Weekly","M","0","3069.57","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-362","My Workspace 1","CHERRY TREE INN & SUITES","9297","2345 US 31 NORTH","","TRAVERSE CITY","MI","49686","US","2345 US 31 NORTH, TRAVERSE CITY MI 49686 US","2345 US-31 N","","Traverse City","MI","49686","US","2345 US-31 N, Traverse City MI 49686 US","44.747026","-85.52911","Street Address - Automatic","3","","","","230453","","","","","","0","Weekly","Weekly","M","0","1770.27","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-363","My Workspace 1","DAIRY DEPOT","9267","534 S CHESTNUT","","REED CITY","MI","49677","US","534 S CHESTNUT, REED CITY MI 49677 US","534 S Chestnut St","","Reed City","MI","49677","US","534 S Chestnut St, Reed City MI 49677 US","43.870646","-85.509659","Street Address - Automatic","3","","","","230427","","","","","","0","Weekly","Weekly","T","0","1291.39","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-364","My Workspace 1","JET'S PIZZA MI-159","9404","8846 E 34TH","","CADILLAC","MI","49601","US","8846 E 34TH, CADILLAC MI 49601 US","8846 E 34 Rd","","Cadillac","MI","49601","US","8846 E 34 Rd, Cadillac MI 49601 US","44.280843","-85.400645","Street Address - Automatic","3","","","","99051","","","","","","0","Weekly","Weekly","M","0","4081.04","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-365","My Workspace 1","PALMERS OUTDOOR POWER EQUIPMEN","9251","841 S CHESTNUT ST","","REED CITY","MI","49346","US","841 S CHESTNUT ST, REED CITY MI 49346 US","841 S Chestnut St","","Reed City","MI","49677","US","841 S Chestnut St, Reed City MI 49677 US","43.864766","-85.508696","Street Address - Automatic","3","","","","","","Current","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","T","19.0471546961326","0","8.91666666666667","MTWRF","True","09:00","16:00","False","","","NoPriority","1/25/2022 6:06:15 PM","2/7/2022 12:23:31 PM"
